26443,ΠΑΤΡΑ,38.2763143,21.7636574,163,23100
30200,ΜΕΣΟΛΟΓΓΙ,38.3686739,21.430415,168,24132
32200,ΘΗΒΑ,38.322579,23.3204309,170,24200
36100,ΚΑΡΠΕΝΗΣΙ,38.9149201,21.7935895,176,25100
41221,ΛΑΡΙΣΑ,39.6396597,22.4190684,177,26223
41222,ΛΑΡΙΣΑ,39.6384962,22.4175464,178,26441
41223,ΛΑΡΙΣΑ,39.632574,22.4256076,179,26442
41334,ΛΑΡΙΣΑ,39.6269945,22.3964308,180,26443
41335,ΛΑΡΙΣΑ,39.6390224,22.4191254,181,27131
46100,ΗΓΟΥΜΕΝΙΤΣΑ,39.5061499,20.2655339,185,27150
48100,ΠΡΕΒΕΖΑ,38.9592649,20.7517155,187,30131
50200,ΠΤΟΛΕΜΑΙΔΑ,40.5129968,21.6784663,188,30132
51100,ΓΡΕΒΕΝΑ,40.0837626,21.4273299,189,30200
52100,ΚΑΣΤΟΡΙΑ,40.5192691,21.2687171,190,32131
53100,ΦΛΩΡΙΝΑ,40.7845262,21.4131222,191,32200
54248,ΕΛΕΥΘΕΡΙΟ,39.6771235,22.5803636,192,34132
54249,ΘΕΣΣΑΛΟΝΙΚΗ,40.6023563,22.9659855,193,34133
54351,ΘΕΣΣΑΛΟΝΙΚΗ,40.617032,22.9742355,194,35131
54352,ΘΕΣΣΑΛΟΝΙΚΗ,40.6120795,22.9831264,195,35132
54453,ΘΕΣΣΑΛΟΝΙΚΗ,40.6136319,22.9679772,196,35133
54454,ΘΕΣΣΑΛΟΝΙΚΗ,40.6098708,22.9747288,197,36100
54621,ΘΕΣΣΑΛΟΝΙΚΗ,40.628504,22.9507099,198,41221
54622,ΘΕΣΣΑΛΟΝΙΚΗ,40.6318012,22.9471962,199,41222
54623,ΘΕΣΣΑΛΟΝΙΚΗ,40.6339971,22.9437701,200,41223
54624,ΘΕΣΣΑΛΟΝΙΚΗ,40.6353503,22.9405516,201,41334
54631,ΘΕΣΣΑΛΟΝΙΚΗ,40.6376266,22.9453289,202,41335
54632,ΘΕΣΣΑΛΟΝΙΚΗ,40.6430365,22.9401863,203,42132
54633,ΘΕΣΣΑΛΟΝΙΚΗ,40.6409812,22.9464999,204,43131
54635,ΘΕΣΣΑΛΟΝΙΚΗ,40.6349904,22.9519038,205,43132
54636,ΑΓΙΟΣ ΠΑΥΛΟΣ,40.6389975,22.9622564,206,46100
